marca,produto,preco_velho_reais,preco_velho_centavos,preco_atual_reais,preco_atual_centavos,nota_avaliacao,num_avaliacoes,_fonte,_site,_data_coleta,_pagina,_ordem
,Sapatênis Ranster Masculino Couro Legítimo Azul Confort,,,209,90,4.8,(20),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,44
,Kit Bermuda Masculina Moletom + Tenis Esporte Com Brinde,,,109,90,4.3,(37),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,45
VIA LIVRE,Tênis Masculino Ultra Leve Advanced Pro Run Academia Vl060,,,134,90,3.7,(3),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,46
ADRUN,Tênis Esportivo Masculino Adrun Power Fly 10104m Marinho,,,189,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,47
MIZUNO,Tenis Mizuno Cool Ride Preto ,,,245,,4.6,(11),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,48
FILA,Tênis Fila Float Fenix Marinho,,,349,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,49
OLDSEN,Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43,,,49,90,4.7,(68),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,50
TAYGRA,Tênis Taygra Conforto Original + Brinde Unissex Várias Cores,,,179,90,4.8,(106),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,51
FILA,Fila Classic Runner Masculino Adultos,,,259,90,4.7,(442),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,52
,Kit 2 Tênis Masculino Prospect Ultra Varias Cores Leve Macio,,,139,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,53
PHILIPP PLEIN,Tênis Masculino Philipp Plein Dream Big 78%-nitrogen  ,,,299,99,4.1,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,54
,Tênis Yezy 350 Masculino- Promoção,,,299,90,4.7,(12),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,1
PLAZA,Kit 2 Pares Tênis Casual Esportivo Masculino Relogio Digital,,,149,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,2
OLYMPIKUS,Tênis Olympikus Estilo 2 Preto,,,199,90,4.3,(29),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,3
,Tênis Corrida Masculino Academia Conforto Para Os Pés Promo,119,,53,55,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,4
HOKA,Tênis Hoka Clifton 9 Masculino Original,,,1.299,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,5
ADAPTION,Tênis Para Homem Easy Cor Preto - Adulto Masculino Caminhada,,,78,33,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,6
OLYMPIKUS,Tênis Masculino Subverse Olympikus,349,99,254,99,4.8,(58),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,7
EVERLAST,Tenis Everlast Versa  Masculino Preto Seua 179a,,,146,04,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,8
,Tênis Masculino Esportivo Academia Corrida Confortável,,,54,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,9
DIX,Tênis Para Academia Masculino Malhar Corrida Promoção,,,69,90,4.5,(2419),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,10
OLDSEN,Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top,78,97,74,96,4.4,(3017),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,11
EVOLTENN,Tenis Academia Corrida Original Caminhada Evoltenn Crossfit,78,90,74,95,4.5,(4071),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,12
VIA LIVRE,Tênis Masculino Macio Advanced Run Academia Corrida Vialivre,,,129,80,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,13
OLYMPIKUS,Olympikus Challenger 4 Masculino Adultos,,,261,,4.7,(11),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,14
EVOLTENN,Tênis Boost Masculino Evoltenn Esporte Casual Colmeia Treino,,,89,90,4.2,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,15
ON RUNNING,Tênis On Running Cloud X 2.0,,,599,90,4.8,(57),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,16
NEW BALANCE,Tênis Clássico New Balance 997s Sport Têxtil Importado ,,,219,99,4.6,(54),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,17
DM DAMANDO,Kit 4 Pares Tênis Masculino Confortável Academia Crossfit ,,,239,90,4.5,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,18
SKECHERS,Tênis Masculino Skechers Bountiful Treino Caminhada,349,90,296,38,4.5,(30),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,19
OLYMPIKUS,Olympikus Eros Sem gênero Adultos,,,175,,4.7,(195),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,20
OLDSEN,Kit 2 Tenis Masculino Academia Botinha Casual Conforto Moda,,,159,90,4.0,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,21
REKOBA,Tênis Rekoba Ohio,,,179,90,4.7,(19),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,22
WEST,Tênis Kit 2 Pares Mizwest 20 Promoção Masculino Garantia !!1,,,160,70,4.1,(403),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,23
ADRUN,Tênis Esportivo Masculino Adrun Walk 8306m,140,91,126,90,4.7,(33),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,24
PLAZA,Tênis Masculino Plaza Neo Academia Caminhada Promoção Casual,,,62,90,4.4,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,25
ASCENSION,Tenis Masculino Leve Confortavel  Para Treino + Relógio ,,,109,90,4.7,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,26
ON RUNNING,On Running Cloudrift Masculino Black White,,,1.048,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,27
ADAPTION,Kit 2 Pares Tenis + Relogio Brinde Academia Caminhada Leve,,,129,90,4.5,(91),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,28
NEW BALANCE,New Balance 574 V2 Masculino Adultos,599,90,443,92,5.0,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,29
UNDER ARMOUR,Tênis De Corrida Under Armour Charged Starlight,,,199,99,4.6,(18),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,30
OLYMPIKUS,Tênis Masculino Olympikus Clic Esportivo Calce Fácil,,,239,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,31
,Tênis Esportivo Masculino Meia Academia Treino Confortável,,,79,90,4.5,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,32
,Tênis Masculino Para Academia Fxb Lançamento Corrida Sport,,,87,90,4.5,(18),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,33
,Kit Tênis 2 Pares Masculino Super Confortável Leve Academia,,,129,90,4.4,(51),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,34
OLYMPIKUS,Tênis Olympikus Lap Masculino Cinza Original,,,229,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,35
DM DAMANDO,Tenis Masculino Para Sport Treino Academia Ultra Leve ,,,84,90,4.7,(40),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,36
OLYMPIKUS,Olympikus Proof 2 Masculino Adultos,,,164,,4.8,(85),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,37
,Tenis Masculino Kit Olimp 02 Pares Academia Entrega Rapida,,,144,90,4.4,(779),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,38
DM DAMANDO,Tênis Masculino Esporte/passeio Ultraleve Conforto + Relógio,78,90,74,95,4.2,(183),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,39
,Tenis Esportivo Masculino Olympikus Urano Corrida,,,199,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,40
OLDSEN,Kit 2 Tênis Masculino Casual Oldsen Jaguar Frete Gratis Novo,159,90,143,91,4.4,(318),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,41
OLYMPIKUS,Tênis Olympikus Cygnus Masculino Preto/vermelho Promoção Pix,259,,233,10,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,42
OLYMPIKUS,Tênis Masculino Olympikus De Caminha Corrida Marte,,,199,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,43
FITTY,Tênis Casual Masculino Conforto Slip On Leve Fitty,,,114,99,5.0,(8),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,44
,Tênis Masculino Hot Sol Numero Especial 38 Ao 48 Para Treino,,,119,90,4.8,(32),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,45
,Kit 2 Pares Tênis Para Treino Academia Corrida Tryd 5400,,,129,99,4.5,(81),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,46
GP,Tenis Corrida Msculino Combo Sapato + Relogio + Carteira Gp,,,94,90,4.6,(17),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,47
UNDER ARMOUR,Tênis Under Armour Tribase Cross Se,,,429,90,4.5,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,48
QIX INTERNATIONAL,Tênis Qix Golden,449,90,404,91,5.0,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,49
SAPATOFRAN,Kit Tênis Academia Sapatênis Chinela Relógio Carteira,,,129,80,4.3,(280),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,50
POLO JOY,Tenis Masculino Sapatenis Polo Joy Confortavel Casual Café,139,99,109,25,4.8,(24),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,51
UNDER ARMOUR,Under Armour Buzzer Masculino Adultos,,,499,99,4.5,(917),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,52
BURCOLLI,Tênis Sapatilha Masculina E Feminina Trilha Aquática Pesca,59,90,56,90,4.6,(515),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,53
ACTVITTA,Tenis Masculino Actvitta Beira Rio Esportivo 4914.203,,,99,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:24.035114-03:00,6,54
ASCENSION,Tenis Masculino E Feminino De Caminhada Ortopedico Crossfit,69,90,66,40,4.7,(2743),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,1
,Tênis Bolsonaro : Liberdade Style Super Confortável ,,,169,90,4.8,(165),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,2
,Tênis Masculino Advanced Corrida Academia Profissional Leve,,,78,90,4.7,(23),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,3
ACTVITTA,Tenis Masculino Actvitta Beira Rio Esportivo 4914.203,,,99,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,4
POLO,Tênis Polo Joy Original Caminhada Corrida Academia Unissex,,,97,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,5
UNDER ARMOUR,Tênis Under Armour Pacer Verde,,,332,85,5.0,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,6
,Tênis Esportivo Caminhada Academia Corrida Leve Confortável ,,,72,90,4.6,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,7
PUMA,Puma Viz-Tech Viz Runner V2 BDP Masculino Adultos,366,56,317,07,4.6,(144),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,8
ASC,Tênis Masculino Esportivo Academia Leve Original Promoção,,,144,90,4.3,(95),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,9
,Sapatilha Aquatica Neoprene Secarapido Sola Forte Confort,,,52,90,4.6,(916),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,10
,Tenis Masculino Olimp Kit 02 Pares Academia Promoção Oferta,,,144,90,4.4,(3648),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,11
,Tênis Bolsonaro Masculino Feminino Patriota Style Super Leve,,,199,90,4.7,(209),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,12
OLYMPIKUS,Olympikus Cyber 3 Masculino Adultos,,,199,99,4.7,(44),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,13
DM DAMANDO,Tênis Masculino Academia Treino Crossfit Sola Transada Macia,,,72,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,14
,Sapatilha Hibrida Nautica Pesca Esportiva Corrida Pedal,,,43,50,4.7,(76),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,15
ADAPTION,Tenis Masculino Academia Caminhada Corrida Adaption Extreme,,,59,90,4.0,(22),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,16
HOST,Tenis Host Com Laterais Estilizadas - H50020,,,65,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,17
POLO PLUS,Tênis Masculino Leve P/ Caminhada Academia Polo Plus+brinde,,,139,99,4.3,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,18
ASICS,Tênis Asics Gel-cumulus 26 Azul Marinho E Laranja Running,,,899,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,19
,Kit Tenis Infantil De Led Homem Aranha + Camisa Novo,,,78,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,20
,Sapatilha Nautica Rapel Pesca Corrida Caminhada Confortavel ,,,53,,4.8,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,21
NEW STYLE,Kit 2 Tenis Masculino Sport De Caminhar Confortavel +brindes,,,109,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,22
,Tenis Hibrido Top Sapatilha Pra Agua Confortavel Oferta Top ,,,53,,4.5,(76),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,23
,Tenis Masculino Casual Sapatenis Super Leve Oferta,,,69,,4.0,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,24
,Conjunto Moletom Masculino Pijama Blusa Tenis Masculino,,,159,90,4.3,(32),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,25
,Tênis Masculino Esportivo Meia Academia Treino Confortável,,,89,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,26
,Tênis Masculino Academia Advanced Corrida Sport Run Adventur,,,119,90,4.8,(54),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,27
ASC,Kit Tênis Lege Total Masculino Tamanho Especial + Relógio,,,199,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,28
HEADER,Kit 1 Tênis Masculino Caminhada Spider Levinho + 1 Chinelo,,,109,90,4.2,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,29
,Tênis Masculino Para Correr Treinar + Relógio,,,78,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,30
MIZUNO,Mizuno Wave Stratos Masculino Adultos,789,90,584,52,5.0,(3),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,31
,Tênis Masculino Advanced Run Caminhada Academia Corrida Leve,,,117,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,32
FILA,Tenis Fila Transition Masculino,,,259,90,5.0,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,33
OLYMPIKUS,Oferta Olympikus Cyber 3 Preto/ Dourado C/nf Lucaisane Tênis,,,229,99,4.9,(37),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,34
,Tenis Sem Cardaço Masculino Esportivo ,,,109,,4.7,(16),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,35
NEW BALANCE,Tênis New Balance 997s Sport Masculino Adulto Couro Original,,,239,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,36
,Kit 2 Tenis Casual  Com Camurça Skate Meia De Brinde,,,139,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,37
ACTVITTA,Tênis Actvitta Masculino Esporte Slip-on Confort ,,,129,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,38
OLYMPIKUS,Tênis Olympikus Reverso 2 Masculino Corrida - Caminhada,,,378,,5.0,(18),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,39
PLAZA,Kit 2 Pares De Tênis Super Leve Plaza Neo Esportivo +relógio,,,149,90,4.2,(420),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,40
,Tenis Olimp Esportivo Masculino Feminino Leve E Macio,,,64,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,41
UMBRO,Tênis Masculino Umbro Trainer Black Original,,,289,90,5.0,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,42
OLYMPIKUS,Tenis Esportivo Masculino Academia Olympikus Corrida Leveza ,349,99,315,,5.0,(8),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,43
,Tênis Masculino Corrida Esportivo Trekking Academia Promoção,,,109,90,4.4,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,44
EVER WAY,Tênis Confortável Fitness Academia+fone S/fio Bluetooth,,,159,90,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,45
OLYMPIKUS,Tênis Masculino Olympikus Para Caminhada Urano 2,,,229,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,46
SIX STREET,Tenis Six Street Charge Esportivo Basquete Original + Brinde,,,298,90,4.3,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,47
,Tenis Masculino Barato Oadsey Easy,,,59,90,4.4,(20),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,48
LETS,Tenis Masculino Casual Academia Caminhada Conforto Let's ,,,114,89,4.4,(22),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,49
ASCENSION,Tênis Masculino Esportivo Nuvem Confortável Preto Dourado,,,109,90,4.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,50
ADAPTION,Kit 2 Pares De Tenis Masculino Adaption Academia Limited ,,,129,90,4.1,(272),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,51
FILA,Fila Racer Spider Masculino Adultos,429,90,318,12,4.8,(212),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,52
OLYMPIKUS,Tênis Olympikus Challenger 5 Preto Unissex Pro,285,,256,50,5.0,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,53
PLAZA,Kit 3 Pares Tênis Masculino Feminino Casual Academia Oferta,,,229,90,3.8,(420),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:27.805670-03:00,7,54
,Tênis Cross Tryd 5400 Academia Caminhada Confortável Leve,99,99,71,99,4.5,(1789),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,1
UNDER ARMOUR,Tênis De Corrida Masculino Under Armour *oferta*,399,99,269,99,4.8,(86),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,2
T-SHOES,Tênis Extremecross Speed Trekking Trilha Ciclismo Corrida,174,49,155,29,4.5,(307),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,3
POLO JOY,Kit Tênis Masculino Runner Polo Joy Sport Com Relogio,,,125,24,4.3,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,4
T-SHOES,Tênis Speed Corrida Academia Trekking Ciclismo Trilha Oferta,174,80,149,90,4.3,(23),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,5
DM DAMANDO,Kit 3 Pares Tênis Masculino Para Treino Confort Leve,,,198,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,6
DM DAMANDO,Combo 3 Pares Tenis Esportivo Masculino Caminhada + Relógio,,,209,90,4.0,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,7
EVOLTENN,Kit 3 Combo Tenis Masculino Corrida Original Academia Leve,198,78,188,84,4.5,(1071),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,8
,Tênis Chuky Linha Eco 02 Nylon Espumado Ranclafe,,,159,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:31.459338-03:00,8,9
