marca,produto,preco_velho_reais,preco_velho_centavos,preco_atual_reais,preco_atual_centavos,nota_avaliacao,num_avaliacoes,_fonte,_site,_data_coleta,_pagina,_ordem
,Tenis Sem Cardaço Masculino Esportivo ,,,109,,4.7,(16),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,51
OLYMPIKUS,Tênis Olympikus Marte Preto Masculino Treino Academia,,,194,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,52
,Tênis Masculino Corrida Esportivo Trekking Academia Promoção,,,109,90,4.4,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,53
SIX STREET,Tenis Basquete Six Street Charge - Branco Vermelho Exclusivo,,,253,60,4.8,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,54
DIX,Tênis Para Academia Masculino Malhar Corrida Promoção,,,69,90,4.5,(2416),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,1
,Tênis Bolsonaro : Liberdade Style Super Confortável ,,,169,90,4.8,(165),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,2
PLAZA,Kit 2 Pares Tênis Casual Esportivo Masculino Relogio Digital,,,149,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,3
HEADER,Kit 1 Tênis Masculino Caminhada Spider Levinho + 1 Chinelo,,,109,90,4.2,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,4
,Tênis Masculino Corrida Esportivo Caminhada Academia Oferta.,,,113,90,4.2,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,5
POLO JOY,Kit Tênis Masculino Runner Polo Joy Sport Com Relogio,,,125,24,4.3,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,6
EVOLTENN,Kit 3 Combo Tenis Masculino Corrida Original Academia Leve,198,78,188,84,4.5,(1070),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,7
ADRUN,Tenis Adrun Float 7812 Masculino Esportivo Corrida Academia,,,126,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,8
,Kit 2 Tênis Academia Caminhada Unisex Oadsey Easy Top,139,90,112,10,4.3,(143),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,9
EVOLTENN,Tenis Academia Corrida Original Caminhada Evoltenn Crossfit,78,90,74,95,4.5,(4060),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,10
ASCENSION,Tenis Masculino E Feminino De Caminhada Ortopedico Crossfit,,,69,90,4.7,(2734),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,11
,Tênis Bolsonaro Masculino Feminino Patriota Style Super Leve,,,199,90,4.7,(209),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,12
BADPLAY,Tênis Sneaker Academia Fitness Treino Masculino Esportivo,399,99,199,99,4.6,(20),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,13
POLO,Tênis Polo Joy Original Caminhada Corrida Academia Unissex,,,97,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,14
OLYMPIKUS,Tênis Olympikus Challenger 5 Preto Unissex Pro,285,,256,50,5.0,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,15
QIX INTERNATIONAL,Tênis Qix Golden,449,90,404,91,5.0,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,16
ASCENSION,Tênis Masculino Esportivo Nuvem Confortável Preto Dourado,,,109,90,4.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,17
FILA,Tenis Fila Transition Masculino,,,259,90,5.0,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,18
OLYMPIKUS,Oferta Olympikus Cyber 3 Preto/ Dourado C/nf Lucaisane Tênis,,,229,99,4.9,(37),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,19
ACTVITTA,Tênis Masculino Disco Disc Giratório Fácil Macio Actvitta,,,189,90,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,20
,Tenis Olimp Esportivo Masculino Feminino Leve E Macio,,,64,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,21
LC,Tênis Sapatênis Masculino Ortopédico Calce Fácil Idoso,,,129,90,4.6,(48),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,22
,Tênis Masculino Esportivo Casual Academia Corrida + Relógio,78,90,68,40,4.5,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,23
MIZUNO,Tênis Mizuno Falcon 3 M,,,349,90,4.0,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,24
,Tênis Masculino Academia Caminhada Rdw Rd114 Original,,,75,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,25
OLYMPIKUS,Olympikus Wellness 2 Masculino Adultos,,,194,,4.6,(59),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,26
HEADER,Kit 2 Tênis Casual Masculino Spider Top Promoção + Relógio,,,129,90,4.4,(18),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,27
OLDSEN,Tenis Masculino Kit 3 De Marca Jaguar Caminhada Promoção,,,197,90,5.0,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,28
,Kit Tenis Infantil De Led Homem Aranha + Camisa Novo,,,78,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,29
ADAPTION,Kit 2 Pares De Tenis Masculino Adaption Academia Limited ,,,129,90,4.1,(272),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,30
UNDER ARMOUR,Tênis Under Armour Tribase Cross Se,,,429,90,4.5,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,31
,Bermuda Masculina + Tenis Esportivo E Relogio Preço Baixo,,,109,90,4.5,(11),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,32
POLO PLUS,Tênis Masculino Leve P/ Caminhada Academia Polo Plus+brinde,,,139,99,4.3,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,33
ACTVITTA,Tênis Actvitta 4919.102 Masculino Lançamento Liquidação,,,149,,4.0,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,34
LORENZZO LOPEZ,Tenis Para Caminhada Corrida Tênis Barato Fique Em Casa,,,59,90,3.9,(42),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,35
,Tenis Corrida Masculino Leve E Confortavel Lançamento Verão,,,109,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,36
FILA,Tênis Fila Float Prime Marinho E Verde,,,332,85,5.0,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,37
,Sapatilha Nautica Rapel Pesca Corrida Caminhada Confortavel ,,,53,,4.8,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,38
RAINHA,Tênis Masculino Corrida Leve E Resistente Lindo Rainha Z239,,,169,99,4.7,(113),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,39
GP,Kit Tenis Polo Corrida Masculino + Relógio Promoção,,,100,,3.9,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,40
T-SHOES,Tênis Speed Corrida Academia Trekking Ciclismo Trilha Oferta,174,80,149,90,4.3,(23),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,41
OLDSEN,Kit 2 Tênis Shelby Confortável Lançamento P/ Academia 38-45,,,139,90,3.7,(3),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,42
OLYMPIKUS,Tenis Olympikus Reverb  Masculino 43691174-ptoch L,,,249,44,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,43
POLO BLU,Tênis Masculino Polo Botinha Cano Alto Sapatenis Conforto,,,64,90,3.9,(32),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,44
OLYMP,Tênis Lançamento Kit 2 Pares Mega Olymp Promoção Sport#,,,143,90,4.4,(175),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,45
,Tênis Masculino Academia Advanced Corrida Sport Run Adventur,,,119,90,4.8,(54),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,46
HEADER,Tênis Masculino Casual Infinite Caminhada Lançamento Top,,,59,90,3.6,(12),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,47
OVERTRAK,Tênis Esportivo Lançamento Original Confortável,89,90,66,52,4.5,(98),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,48
OLP,Tênis Asisc Reveletion Masculino Feminino Do 34-43 Promoção,,,92,15,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,49
,Kit Tênis Masculino 2 Pares Super Confortável Leve Academia ,,,129,90,4.3,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,50
OLYMP,Tênis Lançamento Kit 2 Pares Mega Olymp Promoção Original,,,144,99,4.4,(384),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,51
,Kit Tenis Masculino De Led Infantil Sonic + Camisa + Chinelo,,,119,90,3.6,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,52
DM DAMANDO,Kit 3 Pares Tênis Masculino Para Treino Confort Leve,,,198,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,53
LORENZZO LOPEZ,Kit 2 Tênis Para Corrida Masculinos + Relógio Ponteiro,,,119,90,3.3,(12),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:48.446875-03:00,8,54
,Sapatilha Aquatica Neoprene Secarapido Sola Forte Confort,,,52,90,4.6,(914),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,1
,Tenis Masculino Olimp Kit 02 Pares Academia Promoção Oferta,,,144,90,4.4,(3642),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,2
,Tênis Bolsonaro Masculino Feminino Patriota Style Super Leve,,,199,90,4.7,(209),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,3
ACTVITTA,Tenis Activitta Esportivo Masculino Calce Fácil Confortavel ,,,139,90,4.8,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,4
EVERLAST,Tenis Everlast Versa  Masculino Preto Seua 179a,,,146,04,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,5
POLO JOY,Tenis Masculino Sapatenis Polo Joy Confortavel Preto Amarelo,139,99,118,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,6
ZEUZ,Tênis Masculino Esportivo Caminhada Academia Musculação Leve,,,82,45,4.3,(14),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,7
FITTY,Tênis Casual Masculino Conforto Slip On Leve Fitty,,,114,99,5.0,(8),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,8
,Sapatilha Nautica Top Neoprene Vegano Unissex Promoção Top,,,54,,4.6,(70),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,9
,Tênis Cross Tryd 5400 Academia Caminhada Confortável Leve,99,99,71,99,4.5,(1788),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,10
,Tenis Olimp Esportivo Masculino Feminino Leve E Macio,,,78,90,4.1,(7878),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,11
,Tênis Masculino Academia Rixxon Leve Promoção Barato ,87,90,62,40,4.5,(616),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,12
ASCENSION,Tenis Ortopedico Masculino Corrida Caminhada Tamanho Grande,,,149,90,4.8,(8),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,13
BAD FISH,Tênis Track Sapatilha Bad Fish Air Mesh Adventure Pesca,,,219,99,4.9,(46),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,14
,Kit Short Masculino Moletom + Tenis Esportivo E Relogio ,,,119,90,4.5,(28),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,15
UNDER ARMOUR,Tênis Under Armour Ch Wing Se Preto,,,290,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,16
VANELLI,Kit 2 Pares Tênis Masculino Esportivo Leve Macio Promoção,,,142,90,4.5,(93),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,17
OLYMPIKUS,Tênis Olympikus Diffuse 4 Preto E Vermelho,,,220,85,4.8,(250),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,18
,Kit 2 Tênis Masculino Confortável Impact Force Treino Rdw,,,154,90,4.3,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,19
,Tênis Masculino Prospect Fly Várias Cores Exclusivas Leve,,,79,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,20
OLYMPIKUS,Olympikus Casual Only 2 Sem gênero Adultos,199,99,166,99,4.7,(1424),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,21
,Tênis Masculino Ortopédico Anatômico ,,,139,90,4.3,(24),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,22
OLYMPIKUS,Tenis Masculino Caminhada Corrida Olympikus Leve Confortavel,189,99,180,49,4.7,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,23
RUGGERO,Tênis Meia Masculino Academia Ortopédico Original De Fabrica,,,78,,5.0,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,24
LORENZZO LOPEZ,Tênis Masculino Para Academia E Corrida Super Macio E Leve,,,39,90,4.4,(23),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,25
,Kit 2 Tênis Para Treino Academia Caminhada Corrida Tryd 5400,,,129,99,4.8,(11),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,26
OLYMPIKUS,Tênis Olympikus Band 564 Masculino Academia Corrida,,,199,90,4.7,(3),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,27
POLO BLU,Sapatenis Bota Masculino 3 Pares Mais Relogio E Carteira Top,,,199,,4.2,(135),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,28
,Tênis Chuky Linha Eco 03 Nylon Espumado Ranclafe Promoção,,,159,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,29
HEADER,Kit 3 Tênis Masculino Header Spider Promoção Top + Relógio,,,189,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,30
,Bermuda Masculina Moletom Com Tênis Masc. Levinho + Relógio,,,109,90,4.2,(19),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,31
DM DAMANDO,Combo 2 Tênis Crossfit Masculino Caminhada Academia +relógio,,,149,90,4.9,(10),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,32
,Tênis Feminino Masculino Esportivo Calce Fácil Olimp Confort,,,89,80,4.5,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,33
,Tênis Corrida Academia Caminhada Com Calce Fácil Lançamento,,,78,90,4.6,(70),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,34
,Tênis Preto Lançamento Confortável Bonito,,,99,90,4.5,(11),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,35
,Tênis Masculino Racer Academia E Corrida Confortável E Leve,,,79,90,4.2,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,36
POLO JOY,Combo 2 Pares Tenis Masculino Polo Joy Casual Slip On Iate,189,90,161,91,4.8,(155),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,37
HEADER,Kit 2 Tênis Masculino Spider Original Na Caixa Top + Relógio,,,129,90,4.4,(24),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,38
CARDUME,Sapatilha Cardume Porus Preto,,,74,90,5.0,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,39
,Tenis Masculino De Led Infantil Do Batman,,,59,90,4.4,(25),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,40
HEADER,Tênis Masculino Header Easy Caminhada Super Leve Lançamento,,,59,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,41
OLYMPIKUS,Oferta Olympikus Perfect 3 Preto /petala Lucaisane Tênis,,,199,99,5.0,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,42
HEADER,Kit 2 Tênis Masculino Header Easy Várias Cores Top + Relógio,,,129,90,4.5,(34),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,43
,Tênis Masculino Academia Caminhada Crossfit Corrida Confort,61,10,58,04,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,44
EVOLTENN,Kit 3 Combo Tenis Masculino Corrida Treino Academia Leve,189,95,180,45,4.6,(339),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,45
,Tenis Masculino Esportivo Wave West Boot Confortavel Academi,,,78,77,4.5,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,46
,Tênis Masculino Academia Caminhada Corrida Training Rdw,,,72,90,4.4,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,47
DM DAMANDO,Kit Combo 2 Tenis Masculino Dm Damando Academia + Relógio,,,149,90,4.6,(20),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,48
,Tênis Masculino Hot Sol Numero Especial 38 Ao 43,,,104,90,4.4,(29),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,49
,Kit 2 Pares De Tenis Esportivo Feminino Masculino,,,159,,4.7,(24),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,50
OLYMPIKUS,Tênis Olympikus Perfect 3 Preto Casual Unissex Original Pro,266,97,240,27,4.8,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,51
NEW BALANCE,New Balance 373v2 Masculino Adultos,,,312,,4.5,(100),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,52
OUSY SHOES,Tênis Caminhada Academia Leve Confortável Feminino Masculino,,,56,25,4.5,(93),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,53
OLYMPIKUS,Olympikus Treino Volcan Masculino Adultos,,,159,,4.7,(1318),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:54.511809-03:00,9,54
TRYD,Tênis Para Treino Academia Caminhada Corrida Tryd 5400 Leve,99,99,70,99,4.5,(10894),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,1
GENERIC,Tênis De Corrida Multicoloridos Onitsuka Tiger Mexico 66,,,266,40,4.9,(16),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,2
POLO BLU,Tênis Masculino Botinha Polo Blu Kit Carteira E Relogio !,,,99,90,4.4,(73),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,3
OLYMPIKUS,Olympikus Treino Volcan Masculino Adultos,,,159,,4.7,(1318),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,4
,Tênis Off White Masculino Creation Caminhada Confortavel,,,99,90,4.5,(17),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,5
OLP,Tênis Reveletion Masculino Feminino Do 34 Ao 43 Promoção,,,89,99,4.4,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,6
,Tênis Corrida Bolha Plus 1 Tn Muito Leve Novo Cr7 Ney Hulk,,,127,19,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,7
,Tênis Corrida Bolha Plus 1 Tn Muito Leve Novo Cr7 Messi Ney,,,127,19,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,8
RW,Tênis Ultrarange Rw Confortável Lindo Macio Do 34 Ao 43,,,129,90,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,9
EVOLTENN,Kit 3 Pares Tênis Esportivo Masculino Evoltenn Style Corrida,188,90,179,45,4.4,(1826),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,10
,Tênis Masculino Esportivo Caminhada Academia Corrida,78,90,69,90,4.5,(538),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,11
,3 Pares Tênis Esportivo Tenis Masculino Leve E Macio Frete,,,169,90,4.3,(102),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,12
LANDFEET,Tênis Unissex Cano Alto Skateboard Landfeet Envio Imediato,,,209,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,13
OLYMPIKUS,Olympikus Asfalto Masculino Adultos,196,,186,20,4.8,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,14
